protein_id	baseline	true_per_allele_lfc	true_dominance	is_responder	is_target	is_knockout
PROT_0098	19.6801	0.0	0.0	False	False	False
PROT_0099	25.9193	0.0	0.0	False	False	False
PROT_0100	25.9371	0.0	0.0	False	False	False
PROT_0101	20.8075	0.0	0.0	False	False	False
PROT_0102	23.7415	-0.0449	0.0	True	False	False
PROT_0103	23.3106	0.0	0.0	False	False	False
PROT_0104	27.0342	0.0	0.0	False	False	False
PROT_0105	18.9109	0.0	0.0	False	False	False
PROT_0106	22.8069	0.0	0.0	False	False	False
PROT_0107	21.0387	0.0	0.0	False	False	False
PROT_0108	22.4644	0.0	0.0	False	False	False
PROT_0109	22.2667	0.0	0.0	False	False	False
PROT_0110	20.48	0.0	0.0	False	False	False
PROT_0111	24.5843	0.0	0.0	False	False	False
PROT_0112	24.9755	0.0	0.0	False	False	False
PROT_0113	18.5941	0.0	0.0	False	False	False
PROT_0114	25.9088	0.0	0.0	False	False	False
PROT_0115	25.6605	0.0	0.0	False	False	False
PROT_0116	28.2977	0.0	0.0	False	False	False
PROT_0117	24.0109	0.0	0.0	False	False	False
PROT_0118	26.2413	0.0	0.0	False	False	False
PROT_0119	22.5584	0.0	0.0	False	False	False
PROT_0120	21.8661	0.0	0.0	False	False	False
PROT_0121	26.4129	0.0	0.0	False	False	False
PROT_0122	22.1507	0.0	0.0	False	False	False
PROT_0123	21.8237	0.0	0.0	False	False	False
PROT_0124	23.4588	0.0	0.0	False	False	False
PROT_0125	23.3599	0.0	0.0	False	False	False
PROT_0126	21.8151	0.0	0.0	False	False	False
PROT_0127	25.2737	0.0	0.0	False	False	False
PROT_0128	23.6752	0.0	0.0	False	False	False
PROT_0129	24.6105	0.0	0.0	False	False	False
PROT_0130	25.263	0.0	0.0	False	False	False
PROT_0131	25.7713	0.0	0.0	False	False	False
PROT_0132	22.5188	0.0	0.0	False	False	False
PROT_0133	26.1396	0.0	0.0	False	False	False
PROT_0134	28.7845	0.0	0.0	False	False	False
PROT_0135	24.088	0.0	0.0	False	False	False
PROT_0136	22.3091	0.0	0.0	False	False	False
PROT_0137	18.043	0.0	0.0	False	False	False
PROT_0138	18.3048	0.0	0.0	False	False	False
PROT_0139	23.0701	0.4938	0.0	True	False	False
PROT_0140	20.7143	0.0	0.0	False	False	False
PROT_0141	24.2693	-0.1684	0.0	True	False	False
PROT_0142	25.7071	0.0	0.0	False	False	False
PROT_0143	23.7551	0.0	0.0	False	False	False
PROT_0144	19.8899	0.0	0.0	False	False	False
PROT_0145	19.1832	0.0	0.0	False	False	False
PROT_0146	20.3827	0.0	0.0	False	False	False
PROT_0147	25.2139	0.0	0.0	False	False	False
PROT_0148	24.7735	0.0	0.0	False	False	False
PROT_0149	23.0216	0.0	0.0	False	False	False
PROT_0150	22.8467	0.0	0.0	False	False	False
PROT_0151	25.985	0.0	0.0	False	False	False
PROT_0152	22.4899	-0.2599	0.0	True	False	False
PROT_0153	26.6252	0.0	0.0	False	False	False
PROT_0154	23.7029	0.0	0.0	False	False	False
PROT_0155	22.3174	0.0	0.0	False	False	False
PROT_0156	22.0191	0.0	0.0	False	False	False
PROT_0157	24.4393	0.0	0.0	False	False	False
PROT_0158	24.8362	0.0	0.0	False	False	False
PROT_0159	20.4542	0.0	0.0	False	False	False
PROT_0160	26.6611	0.0	0.0	False	False	False
PROT_0161	18.1473	0.0	0.0	False	False	False
PROT_0162	23.5445	0.0	0.0	False	False	False
PROT_0163	27.0487	0.0	0.0	False	False	False
PROT_0164	18.6712	0.0	0.0	False	False	False
PROT_0165	22.711	0.0	0.0	False	False	False
PROT_0166	23.0016	0.0	0.0	False	False	False
PROT_0167	17.4333	-0.5543	0.3603	True	False	False
PROT_0168	23.7602	0.0	0.0	False	False	False
PROT_0169	23.2039	0.0	0.0	False	False	False
PROT_0170	20.4025	0.0	0.0	False	False	False
PROT_0171	24.9666	0.0	0.0	False	False	False
PROT_0172	17.7157	0.0	0.0	False	False	False
PROT_0173	17.5723	0.0	0.0	False	False	False
PROT_0174	25.8238	0.0	0.0	False	False	False
PROT_0175	23.9929	0.0	0.0	False	False	False
PROT_0176	20.3956	0.0	0.0	False	False	False
PROT_0177	20.8724	0.0	0.0	False	False	False
PROT_0178	18.1866	0.0	0.0	False	False	False
PROT_0179	19.874	0.0	0.0	False	False	False
PROT_0180	19.4256	0.2477	-0.161	True	False	False
PROT_0181	24.6013	0.0	0.0	False	False	False
PROT_0182	21.7273	0.0	0.0	False	False	False
PROT_0183	21.2112	0.0	0.0	False	False	False
PROT_0184	24.7159	0.0	0.0	False	False	False
PROT_0185	23.8532	0.0	0.0	False	False	False
PROT_0186	25.8367	0.0	0.0	False	False	False
PROT_0187	18.8006	0.0	0.0	False	False	False
PROT_0188	26.3677	0.0	0.0	False	False	False
PROT_0189	23.9346	0.0	0.0	False	False	False
PROT_0190	21.7495	0.5465	-0.3552	True	False	False
PROT_0191	25.2529	0.0	0.0	False	False	False
PROT_0192	27.8231	0.0	0.0	False	False	False
PROT_0193	22.5779	0.0	0.0	False	False	False
PROT_0194	22.5228	0.0	0.0	False	False	False
PROT_0195	21.8995	0.0	0.0	False	False	False
PROT_0196	17.8478	0.0	0.0	False	False	False
PROT_0197	26.4176	0.0	0.0	False	False	False
PROT_0198	24.5322	0.0	0.0	False	False	False
PROT_0199	24.2429	0.0	0.0	False	False	False
PROT_0200	24.6627	0.0	0.0	False	False	False
PROT_0201	21.6596	0.0	0.0	False	False	False
PROT_0202	28.7766	-0.0647	0.0	True	False	False
PROT_0203	23.3384	0.0	0.0	False	False	False
PROT_0204	22.1174	0.0	0.0	False	False	False
PROT_0205	19.8833	0.0	0.0	False	False	False
PROT_0206	29.8715	0.0	0.0	False	False	False
PROT_0207	25.1788	0.0	0.0	False	False	False
PROT_0208	25.3106	0.0	0.0	False	False	False
PROT_0209	24.034	0.0	0.0	False	False	False
PROT_0210	19.5583	0.0	0.0	False	False	False
PROT_0211	25.1958	0.0	0.0	False	False	False
PROT_0212	21.9806	0.0	0.0	False	False	False
PROT_0213	21.3296	0.0	0.0	False	False	False
PROT_0214	26.6317	0.0	0.0	False	False	False
PROT_0215	22.5978	0.0	0.0	False	False	False
PROT_0216	21.4834	0.0	0.0	False	False	False
PROT_0217	18.4504	0.0	0.0	False	False	False
PROT_0218	19.2609	0.0	0.0	False	False	False
PROT_0219	23.1452	0.0	0.0	False	False	False
PROT_0220	23.8535	0.0	0.0	False	False	False
PROT_0221	24.2958	0.0	0.0	False	False	False
PROT_0222	21.2683	0.0	0.0	False	False	False
PROT_0223	21.8255	0.0	0.0	False	False	False
PROT_0224	24.6657	0.0	0.0	False	False	False
PROT_0225	20.1572	0.0	0.0	False	False	False
PROT_0226	18.3196	0.0	0.0	False	False	False
PROT_0227	23.3015	0.0	0.0	False	False	False
PROT_0228	24.0045	0.0	0.0	False	False	False
PROT_0229	19.2641	0.0	0.0	False	False	False
PROT_0230	27.948	0.0	0.0	False	False	False
PROT_0231	21.7594	0.0	0.0	False	False	False
PROT_0232	21.2906	0.0	0.0	False	False	False
PROT_0233	26.5519	0.0	0.0	False	False	False
PROT_0234	21.5995	0.0	0.0	False	False	False
PROT_0235	21.3449	0.0	0.0	False	False	False
PROT_0236	19.7671	0.0	0.0	False	False	False
PROT_0237	24.6951	0.0	0.0	False	False	False
PROT_0238	21.2513	0.0	0.0	False	False	False
PROT_0239	25.5094	0.0	0.0	False	False	False
PROT_0240	22.0086	0.0	0.0	False	False	False
PROT_0241	20.8383	0.0	0.0	False	False	False
PROT_0242	26.5672	0.0	0.0	False	False	False
PROT_0243	25.4923	0.0	0.0	False	False	False
PROT_0244	21.3045	0.0	0.0	False	False	False
PROT_0245	21.8049	0.0	0.0	False	False	False
PROT_0246	24.974	0.0	0.0	False	False	False
PROT_0247	20.9747	0.5699	-0.3704	True	False	False
PROT_0248	21.1666	0.0	0.0	False	False	False
PROT_0249	20.0078	0.0	0.0	False	False	False
PROT_0250	23.3443	0.0	0.0	False	False	False
PROT_0251	23.2865	0.0	0.0	False	False	False
PROT_0252	26.0942	0.0	0.0	False	False	False
PROT_0253	21.6971	0.0	0.0	False	False	False
PROT_0254	20.1055	0.0	0.0	False	False	False
PROT_0255	22.4232	0.0	0.0	False	False	False
PROT_0256	24.3697	0.0	0.0	False	False	False
PROT_0257	19.0703	0.0	0.0	False	False	False
PROT_0258	25.3173	0.0	0.0	False	False	False
PROT_0259	23.7722	0.0	0.0	False	False	False
PROT_0260	23.66	0.0	0.0	False	False	False
PROT_0261	24.2892	0.0	0.0	False	False	False
PROT_0262	20.9095	0.0	0.0	False	False	False
PROT_0263	20.9215	0.0	0.0	False	False	False
PROT_0264	27.1864	0.0	0.0	False	False	False
PROT_0265	22.1251	0.0	0.0	False	False	False
PROT_0266	26.2471	0.0	0.0	False	False	False
PROT_0267	22.5046	0.0	0.0	False	False	False
PROT_0268	19.018	0.0	0.0	False	False	False
PROT_0269	22.0629	0.0	0.0	False	False	False
PROT_0270	22.5609	0.0	0.0	False	False	False
PROT_0271	21.9894	0.0	0.0	False	False	False
PROT_0272	24.8942	0.0	0.0	False	False	False
PROT_0273	23.3869	0.0	0.0	False	False	False
PROT_0274	24.4111	0.0	0.0	False	False	False
PROT_0275	25.0317	0.0	0.0	False	False	False
PROT_0276	23.4736	0.0	0.0	False	False	False
PROT_0277	26.0439	0.0	0.0	False	False	False
PROT_0278	23.7285	0.0	0.0	False	False	False
PROT_0279	22.7523	0.0	0.0	False	False	False
PROT_0280	20.688	0.0	0.0	False	False	False
PROT_0281	26.7875	0.0	0.0	False	False	False
PROT_0282	25.5913	0.0	0.0	False	False	False
PROT_0283	22.4988	0.0	0.0	False	False	False
PROT_0284	23.2317	0.0	0.0	False	False	False
PROT_0285	21.4749	0.0	0.0	False	False	False
PROT_0286	21.4328	0.0	0.0	False	False	False
PROT_0287	20.3934	0.0	0.0	False	False	False
PROT_0288	21.0445	0.0	0.0	False	False	False
PROT_0289	21.9747	0.0	0.0	False	False	False
PROT_0290	24.258	0.0	0.0	False	False	False
PROT_0291	19.763	0.0	0.0	False	False	False
PROT_0292	22.6528	0.0	0.0	False	False	False
PROT_0293	21.4488	0.0	0.0	False	False	False
PROT_0294	22.0663	0.0	0.0	False	False	False
PROT_0295	27.364	0.0	0.0	False	False	False
PROT_0296	20.2443	0.0	0.0	False	False	False
PROT_0297	23.5313	0.0	0.0	False	False	False
PROT_0298	24.943	0.0	0.0	False	False	False
PROT_0299	20.8699	0.0	0.0	False	False	False
PROT_0300	22.8158	0.0	0.0	False	False	False
PROT_0301	24.6248	0.0	0.0	False	False	False
PROT_0302	24.4117	0.0	0.0	False	False	False
PROT_0303	20.4895	0.0	0.0	False	False	False
PROT_0304	24.4749	0.0	0.0	False	False	False
PROT_0305	19.5934	0.0	0.0	False	False	False
PROT_0306	21.209	0.0	0.0	False	False	False
PROT_0307	20.9042	0.0	0.0	False	False	False
PROT_0308	21.1969	0.0	0.0	False	False	False
PROT_0309	18.7514	0.0	0.0	False	False	False
PROT_0310	23.5782	0.0	0.0	False	False	False
PROT_0311	30.0613	0.0	0.0	False	False	False
PROT_0312	24.757	0.0	0.0	False	False	False
PROT_0313	25.4875	0.0	0.0	False	False	False
PROT_0314	25.0129	0.0	0.0	False	False	False
PROT_0315	23.2622	0.0	0.0	False	False	False
PROT_0316	25.9474	0.0	0.0	False	False	False
PROT_0317	24.8321	0.0	0.0	False	False	False
PROT_0318	24.2423	0.0	0.0	False	False	False
PROT_0319	18.3641	0.0	0.0	False	False	False
PROT_0320	20.1512	0.0	0.0	False	False	False
PROT_0321	15.5	0.0	0.0	False	False	False
PROT_0322	18.6291	0.0	0.0	False	False	False
PROT_0323	21.5364	0.0	0.0	False	False	False
PROT_0324	21.186	0.0	0.0	False	False	False
PROT_0325	19.1573	0.0	0.0	False	False	False
PROT_0326	25.0249	0.0	0.0	False	False	False
PROT_0327	23.8889	0.0	0.0	False	False	False
PROT_0328	21.3033	0.0	0.0	False	False	False
PROT_0329	21.0078	0.0	0.0	False	False	False
PROT_0330	23.8869	0.0	0.0	False	False	False
PROT_0331	19.6586	0.0	0.0	False	False	False
PROT_0332	24.2262	0.0	0.0	False	False	False
PROT_0333	23.2965	0.0	0.0	False	False	False
PROT_0334	19.4106	0.0	0.0	False	False	False
PROT_0335	23.6297	0.0	0.0	False	False	False
PROT_0336	25.5763	0.0	0.0	False	False	False
PROT_0337	25.5586	0.0	0.0	False	False	False
PROT_0338	19.0728	0.0	0.0	False	False	False
PROT_0339	23.3301	0.0	0.0	False	False	False
PROT_0340	24.1699	0.0	0.0	False	False	False
PROT_0341	24.4468	0.0	0.0	False	False	False
PROT_0342	20.3054	0.0	0.0	False	False	False
PROT_0343	19.5799	0.0	0.0	False	False	False
PROT_0344	23.0258	0.0	0.0	False	False	False
PROT_0345	23.1063	0.0	0.0	False	False	False
PROT_0346	22.627	0.0	0.0	False	False	False
PROT_0347	21.4079	0.0	0.0	False	False	False
PROT_0348	19.6362	0.0	0.0	False	False	False
PROT_0349	24.503	-0.1764	0.1147	True	False	False
PROT_0350	19.9876	0.0	0.0	False	False	False
PROT_0351	20.0618	0.0	0.0	False	False	False
PROT_0352	19.6734	0.0	0.0	False	False	False
PROT_0353	22.0238	0.0	0.0	False	False	False
PROT_0354	26.2386	0.0	0.0	False	False	False
PROT_0355	25.2506	0.0	0.0	False	False	False
PROT_0356	21.7362	0.0	0.0	False	False	False
PROT_0357	21.6067	0.0	0.0	False	False	False
PROT_0358	25.8644	0.0	0.0	False	False	False
PROT_0359	20.2066	0.0	0.0	False	False	False
PROT_0360	24.942	0.0	0.0	False	False	False
PROT_0361	23.3862	0.0	0.0	False	False	False
PROT_0362	22.8357	0.0	0.0	False	False	False
PROT_0363	24.625	0.0	0.0	False	False	False
PROT_0364	19.3758	0.0	0.0	False	False	False
PROT_0365	21.725	0.0	0.0	False	False	False
PROT_0366	17.8385	0.0	0.0	False	False	False
PROT_0367	26.4725	0.0	0.0	False	False	False
PROT_0368	23.6239	0.0	0.0	False	False	False
PROT_0369	21.3618	0.0	0.0	False	False	False
PROT_0370	27.129	0.0	0.0	False	False	False
PROT_0371	23.5439	0.0	0.0	False	False	False
PROT_0372	25.0258	0.0	0.0	False	False	False
PROT_0373	18.3864	0.0	0.0	False	False	False
PROT_0374	21.6023	0.0	0.0	False	False	False
PROT_0375	20.93	0.0	0.0	False	False	False
PROT_0376	26.0637	0.0	0.0	False	False	False
PROT_0377	25.0302	0.0	0.0	False	False	False
PROT_0378	24.1643	0.0	0.0	False	False	False
PROT_0379	20.6412	0.0	0.0	False	False	False
PROT_0380	26.3073	0.0	0.0	False	False	False
PROT_0381	18.9232	0.0	0.0	False	False	False
PROT_0382	20.7149	0.0	0.0	False	False	False
PROT_0383	22.1378	0.0	0.0	False	False	False
PROT_0384	22.193	0.0	0.0	False	False	False
PROT_0385	25.449	0.0	0.0	False	False	False
PROT_0386	23.0232	0.0	0.0	False	False	False
PROT_0387	26.3436	0.0	0.0	False	False	False
PROT_0388	19.228	0.0	0.0	False	False	False
PROT_0389	22.5424	0.0	0.0	False	False	False
PROT_0390	25.9872	0.6762	0.0	True	False	False
PROT_0391	20.2249	0.0	0.0	False	False	False
PROT_0392	21.6263	0.0	0.0	False	False	False
PROT_0393	21.0619	0.0	0.0	False	False	False
PROT_0394	26.0398	0.0	0.0	False	False	False
PROT_0395	24.8951	0.0	0.0	False	False	False
PROT_0396	18.832	0.0	0.0	False	False	False
PROT_0397	20.9527	0.0	0.0	False	False	False
PROT_0398	25.2069	0.0	0.0	False	False	False
PROT_0399	24.7557	0.0	0.0	False	False	False
PROT_0400	30.4223	0.0	0.0	False	False	False
PROT_0401	24.7249	0.0	0.0	False	False	False
PROT_0402	22.432	0.0	0.0	False	False	False
PROT_0403	24.5697	0.0	0.0	False	False	False
PROT_0404	24.9844	0.0	0.0	False	False	False
PROT_0405	20.8677	0.0	0.0	False	False	False
PROT_0406	22.076	0.0	0.0	False	False	False
PROT_0407	21.1591	0.0	0.0	False	False	False
PROT_0408	20.6417	0.0	0.0	False	False	False
PROT_0409	26.2875	0.0	0.0	False	False	False
PROT_0410	19.772	0.0	0.0	False	False	False
PROT_0411	22.5516	0.0	0.0	False	False	False
PROT_0412	22.8251	0.0	0.0	False	False	False
PROT_0413	19.2321	0.0	0.0	False	False	False
PROT_0414	23.2422	0.0	0.0	False	False	False
PROT_0415	23.551	0.0	0.0	False	False	False
PROT_0416	23.2788	-0.0134	0.0	True	False	False
PROT_0417	22.3892	0.0	0.0	False	False	False
PROT_0418	26.0365	0.0	0.0	False	False	False
PROT_0419	23.7712	0.0	0.0	False	False	False
PROT_0420	29.8901	0.0	0.0	False	False	False
PROT_0421	27.8812	0.0	0.0	False	False	False
PROT_0422	26.3431	0.0	0.0	False	False	False
PROT_0423	21.4491	0.0	0.0	False	False	False
PROT_0424	20.6522	0.0	0.0	False	False	False
PROT_0425	24.8064	0.0	0.0	False	False	False
PROT_0426	27.1499	0.0	0.0	False	False	False
PROT_0427	23.1268	0.0	0.0	False	False	False
PROT_0428	22.4053	0.0	0.0	False	False	False
PROT_0429	22.4669	0.0	0.0	False	False	False
PROT_0430	22.3256	0.0	0.0	False	False	False
PROT_0431	22.5291	0.0	0.0	False	False	False
PROT_0432	20.2035	0.0	0.0	False	False	False
PROT_0433	22.7716	0.0	0.0	False	False	False
PROT_0434	21.924	0.0	0.0	False	False	False
PROT_0435	21.7904	0.0	0.0	False	False	False
PROT_0436	21.2859	0.0	0.0	False	False	False
PROT_0437	26.2692	0.0	0.0	False	False	False
PROT_0438	26.0047	0.0	0.0	False	False	False
PROT_0439	20.3383	0.0	0.0	False	False	False
PROT_0440	22.2042	0.0	0.0	False	False	False
PROT_0441	22.7774	0.0	0.0	False	False	False
PROT_0442	25.6247	0.0	0.0	False	False	False
PROT_0443	23.1357	0.0	0.0	False	False	False
PROT_0444	25.2557	0.0	0.0	False	False	False
PROT_0445	26.2025	0.0	0.0	False	False	False
PROT_0446	22.1896	0.0	0.0	False	False	False
PROT_0447	21.1969	0.0	0.0	False	False	False
PROT_0448	23.7114	0.0	0.0	False	False	False
PROT_0449	22.2499	0.0	0.0	False	False	False
PROT_0450	22.7639	0.0	0.0	False	False	False
PROT_0451	26.6047	0.0	0.0	False	False	False
PROT_0452	21.7226	0.0	0.0	False	False	False
PROT_0453	24.9797	0.0	0.0	False	False	False
PROT_0454	23.4532	0.0	0.0	False	False	False
PROT_0455	24.7993	0.0	0.0	False	False	False
PROT_0456	20.2278	0.0	0.0	False	False	False
PROT_0457	23.0926	0.0	0.0	False	False	False
PROT_0458	17.4288	0.0	0.0	False	False	False
PROT_0459	24.0548	0.0	0.0	False	False	False
PROT_0460	22.9643	0.0	0.0	False	False	False
PROT_0461	21.8436	0.0	0.0	False	False	False
PROT_0462	26.6354	0.0	0.0	False	False	False
PROT_0463	23.3604	0.0	0.0	False	False	False
PROT_0464	25.6707	0.0	0.0	False	False	False
PROT_0465	24.0043	0.0	0.0	False	False	False
PROT_0466	21.8975	0.0	0.0	False	False	False
PROT_0467	23.6917	0.0	0.0	False	False	False
PROT_0468	22.5118	0.0	0.0	False	False	False
PROT_0469	18.0592	0.0	0.0	False	False	False
PROT_0470	25.2729	0.0	0.0	False	False	False
PROT_0471	26.8742	0.0	0.0	False	False	False
PROT_0472	27.6517	0.0	0.0	False	False	False
PROT_0473	21.8695	0.0	0.0	False	False	False
PROT_0474	25.6625	0.0	0.0	False	False	False
PROT_0475	19.384	0.0	0.0	False	False	False
PROT_0476	26.068	0.0	0.0	False	False	False
PROT_0477	23.133	0.0	0.0	False	False	False
PROT_0478	26.5269	0.0	0.0	False	False	False
PROT_0479	24.8836	0.0	0.0	False	False	False
PROT_0480	21.0547	0.0	0.0	False	False	False
PROT_0481	22.3074	0.0	0.0	False	False	False
PROT_0482	21.9624	0.0	0.0	False	False	False
PROT_0483	24.5557	0.0	0.0	False	False	False
PROT_0484	26.0289	0.0	0.0	False	False	False
PROT_0485	18.8131	0.0	0.0	False	False	False
PROT_0486	21.2199	0.0	0.0	False	False	False
PROT_0487	24.1222	0.0	0.0	False	False	False
PROT_0488	21.4458	0.0	0.0	False	False	False
PROT_0489	22.5253	0.0	0.0	False	False	False
PROT_0490	22.8334	0.0	0.0	False	False	False
PROT_0491	23.5342	0.0	0.0	False	False	False
PROT_0492	24.3952	0.0	0.0	False	False	False
PROT_0493	22.8279	0.0	0.0	False	False	False
PROT_0494	24.1522	0.0	0.0	False	False	False
PROT_0495	19.968	0.0	0.0	False	False	False
PROT_0496	21.9586	0.0	0.0	False	False	False
PROT_0497	21.5968	0.0	0.0	False	False	False
PROT_0498	25.4383	0.0	0.0	False	False	False
PROT_0499	22.4155	0.0	0.0	False	False	False
PROT_0500	24.4829	0.0	0.0	False	False	False
PROT_0501	17.5879	0.0	0.0	False	False	False
PROT_0502	19.4772	0.0	0.0	False	False	False
PROT_0503	19.0519	0.0	0.0	False	False	False
PROT_0504	24.4124	0.0	0.0	False	False	False
PROT_0505	21.0673	0.0	0.0	False	False	False
PROT_0506	24.0724	0.0	0.0	False	False	False
PROT_0507	20.7753	0.0	0.0	False	False	False
PROT_0508	23.3921	0.0	0.0	False	False	False
PROT_0509	21.8514	0.0	0.0	False	False	False
PROT_0510	19.4673	0.0	0.0	False	False	False
PROT_0511	24.9544	0.0	0.0	False	False	False
PROT_0512	23.7406	0.0	0.0	False	False	False
PROT_0513	23.7827	0.0	0.0	False	False	False
PROT_0514	24.1198	0.0	0.0	False	False	False
PROT_0515	21.645	0.0	0.0	False	False	False
PROT_0516	23.2666	0.0	0.0	False	False	False
PROT_0517	21.104	0.0	0.0	False	False	False
PROT_0518	24.3729	0.0	0.0	False	False	False
PROT_0519	19.2804	0.0	0.0	False	False	False
PROT_0520	27.7896	0.0	0.0	False	False	False
PROT_0521	24.3391	0.0	0.0	False	False	False
PROT_0522	23.847	0.0	0.0	False	False	False
PROT_0523	20.5199	0.0	0.0	False	False	False
PROT_0524	27.4382	0.0	0.0	False	False	False
PROT_0525	24.5273	0.0	0.0	False	False	False
PROT_0526	25.4109	0.0	0.0	False	False	False
PROT_0527	24.626	0.4967	-0.3229	True	False	False
PROT_0528	24.8279	0.0	0.0	False	False	False
PROT_0529	26.5237	0.0	0.0	False	False	False
PROT_0530	22.9467	0.0	0.0	False	False	False
PROT_0531	24.0908	0.0	0.0	False	False	False
PROT_0532	22.8023	0.0	0.0	False	False	False
PROT_0533	23.2613	0.0	0.0	False	False	False
PROT_0534	25.5769	0.0	0.0	False	False	False
